index,ingredient_name,traits,tags,substitutes,substitutes2,대분류,중분류,synonyms,속성수,언급량
2904,사과액상요구르트,,,,,포장/제품,즉석식품,,0,
2909,귤 주스,,,,,포장/제품,즉석식품,,0,
2910,포도 음료,,,,,포장/제품,즉석식품,,0,
2912,다식,,,,,포장/제품,즉석식품,,0,
2913,돈가스/칼슘강화,,,,,포장/제품,즉석식품,,0,
2915,베이글,,,,,포장/제품,즉석식품,,0,
2917,진짜부산어묵네모어묵,,,,,포장/제품,즉석식품,,0,
2924,참다랑어 샐러드,,,,,포장/제품,즉석식품,,0,
2927,해물군만두,,,,,포장/제품,즉석식품,,0,
2930,아세로라 주스,,,,,포장/제품,즉석식품,,0,
2944,핫도그,,,,,포장/제품,즉석식품,,0,
2946,어묵국,,,,,포장/제품,즉석식품,,0,
2950,가마보꼬,,,,,포장/제품,즉석식품,,0,
2951,고추순살치킨,,,,,포장/제품,즉석식품,,0,
2953,그래놀라시리얼,,,,,포장/제품,즉석식품,,0,
2957,사과에이드,,,,,포장/제품,즉석식품,,0,
2959,참맛핫도그,,,,,포장/제품,즉석식품,,0,
2962,쿠키아이스크림,,,,,포장/제품,즉석식품,,0,
2963,크림수프/액상,,,,,포장/제품,즉석식품,,0,
2965,치킨패티,,,,,포장/제품,즉석식품,,0,
2983,페이스트리/생지,,,,,포장/제품,즉석식품,,0,
2987,춘권,,,,,포장/제품,즉석식품,,0,
2990,블루베리호상요구르트,,,,,포장/제품,즉석식품,,0,
3004,꽈배기,,,,,포장/제품,즉석식품,,0,
3016,시리얼,,,,,포장/제품,즉석식품,,0,
3017,아침스프,,,,,포장/제품,즉석식품,,0,
3029,머핀/가루,,,,,포장/제품,즉석식품,,0,
3030,모싯잎송편,,,,,포장/제품,즉석식품,,0,
3032,검은콩두유/칼슘강화,,,,,포장/제품,즉석식품,,0,
3037,부추만두,,,,,포장/제품,즉석식품,,0,
3038,슈크림빵,,,,,포장/제품,즉석식품,,0,
3039,감자샐러드,,,,,포장/제품,즉석식품,,0,
3051,참깨 과자,,,,,포장/제품,즉석식품,,0,
3065,초코와플,,,,,포장/제품,즉석식품,,0,
3077,머핀/완제품,,,,,포장/제품,즉석식품,,0,
3090,캐러멜,,,,,포장/제품,즉석식품,,0,
3092,클로렐라묵,,,,,포장/제품,즉석식품,,0,
3108,초코핫케이크/가루,,,,,포장/제품,즉석식품,,0,
3120,아이스슈,,,,,포장/제품,즉석식품,,0,
3123,헛개 음료,,,,,포장/제품,즉석식품,,0,
3141,사과파이,,,,,포장/제품,즉석식품,,0,
3142,증편,,,,,포장/제품,즉석식품,,0,
3144,보리소다,,,,,포장/제품,즉석식품,,0,
3167,김치만두,,,,,포장/제품,즉석식품,,0,
3170,납작만두,,,,,포장/제품,즉석식품,,0,
3176,망고 음료,,,,,포장/제품,즉석식품,,0,
3192,초코머핀/완제품,,,,,포장/제품,즉석식품,,0,
3195,커피,,,,,포장/제품,즉석식품,,0,
3196,콜라,,,,,포장/제품,즉석식품,,0,
3197,푸딩,,,,,포장/제품,즉석식품,,0,
3222,피자호빵,,,,,포장/제품,간편식패키지,,0,
3227,맛밤,,,,,포장/제품,즉석식품,,0,
3233,채소호빵,,,,,포장/제품,간편식패키지,,0,
3240,과자,,,,,포장/제품,즉석식품,,0,
3243,오징어만두,,,,,포장/제품,즉석식품,,0,
3247,홍삼 음료,,,,,포장/제품,즉석식품,,0,
3248,마늘빵/생지,,,,,포장/제품,즉석식품,,0,
3265,건포도빵,,,,,포장/제품,즉석식품,,0,
3280,딸기도넛,,,,,포장/제품,즉석식품,,0,
3285,크런치 초콜릿,,,,,포장/제품,즉석식품,,0,
3290,딸기바나나주스,,,,,포장/제품,즉석식품,,0,
3291,호박떡,,,,,포장/제품,즉석식품,,0,
3292,클로렐라생선가스,,,,,포장/제품,즉석식품,,0,
3298,츄잉 사탕,,,,,포장/제품,즉석식품,,0,
3300,쿠키,,,,,포장/제품,즉석식품,,0,
3303,찹쌀 과자,,,,,포장/제품,즉석식품,,0,
3318,사과 음료,,,,,포장/제품,즉석식품,,0,
3322,초코칩쿠키/완제품,,,,,포장/제품,즉석식품,,0,
3325,레모네이드,,,,,포장/제품,즉석식품,,0,
3327,아이스크림,,,,,포장/제품,즉석식품,,0,
3328,알로에 음료,,,,,포장/제품,즉석식품,,0,
3339,키위 주스,,,,,포장/제품,즉석식품,,0,
3344,메밀 냉면 육수,,,,,포장/제품,즉석식품,,0,
3345,조미료,,,,,포장/제품,브랜드조미료제품,,0,
3347,파인애플소다,,,,,포장/제품,즉석식품,,0,
3352,브로콜리수프,,,,,포장/제품,즉석식품,,0,
3355,홍차,,,,,포장/제품,즉석식품,,0,
3360,곰보빵,,,,,포장/제품,즉석식품,,0,
3384,컵케이크,,,,,포장/제품,즉석식품,,0,
3396,쌀시리얼,,,,,포장/제품,즉석식품,,0,
3398,페이스트리/완제품,,,,,포장/제품,즉석식품,,0,
3402,블루베리파이/완제품,,,,,포장/제품,즉석식품,,0,
3403,양송이수프/가루,,,,,포장/제품,즉석식품,,0,
3404,짜장라면,,,,,포장/제품,즉석식품,,0,
3410,마늘바게트,,,,,포장/제품,즉석식품,,0,
3417,꽈배기/완제품,,,,,포장/제품,즉석식품,,0,
3418,머핀,,,,,포장/제품,즉석식품,,0,
3421,통조림,,,,,포장/제품,즉석식품,,0,
3422,라면 건더기 스프,,,,,포장/제품,즉석식품,,0,
3423,라면 스프,,,,,포장/제품,즉석식품,,0,
3428,다시마부각/완제품,,,,,포장/제품,즉석식품,,0,
3440,쇠고기수프/가루,,,,,포장/제품,즉석식품,,0,
3443,송편,,,,,포장/제품,즉석식품,,0,
3449,바닐라아이스크림,,,,,포장/제품,즉석식품,,0,
3454,쑥차,,,,,포장/제품,즉석식품,,0,
3458,풍선껌,,,,,포장/제품,즉석식품,,0,
3459,바나나빵,,,,,포장/제품,즉석식품,,0,
3462,바닐라쉐이크,,,,,포장/제품,즉석식품,,0,
3463,바닐라웨하스,,,,,포장/제품,즉석식품,,0,
3476,크로켓,,,,,포장/제품,즉석식품,,0,
3477,바게트,,,,,포장/제품,즉석식품,,0,
3483,꿔바로우/칼슘강화,,,,,포장/제품,즉석식품,,0,
3497,바나나칩,,,,,포장/제품,즉석식품,,0,
3501,조미김,,,,,포장/제품,즉석식품,,0,
3506,페이스트리,,,,,포장/제품,즉석식품,,0,
3508,찰순대,,,,,포장/제품,즉석식품,,0,
3512,건블루베리,,,,,포장/제품,즉석식품,,0,
3513,보리차,,,,,포장/제품,즉석식품,,0,
3520,수정과,,,,,포장/제품,즉석식품,,0,
3528,초코슈,,,,,포장/제품,즉석식품,,0,
3533,맥주,,,,,포장/제품,즉석식품,,0,
3537,절편,,,,,포장/제품,즉석식품,,0,
3538,용기라면,,,,,포장/제품,즉석식품,,0,
3546,쌀과자,,,,,포장/제품,즉석식품,,0,
3559,셔벗,,,,,포장/제품,즉석식품,,0,
3562,팥호빵,,,,,포장/제품,즉석식품,,0,
3563,달지않은옥수수플레이크,,,,,포장/제품,즉석식품,,0,
3583,매실차,,,,,포장/제품,즉석식품,,0,
3595,미역 튀각,,,,,포장/제품,즉석식품,,0,
3598,크래커,,,,,포장/제품,즉석식품,,0,
3604,적포도주,,,,,포장/제품,즉석식품,,0,
3607,행복한젖소의유기농딸기요구르트,,,,,포장/제품,즉석식품,,0,
3619,찹쌀떡,,,,,포장/제품,즉석식품,,0,
3620,봉지라면,,,,,포장/제품,즉석식품,,0,
3624,딸기호상요구르트,,,,,포장/제품,즉석식품,,0,
3626,코코넛시리얼,,,,,포장/제품,즉석식품,,0,
3627,팥찐빵,,,,,포장/제품,즉석식품,,0,
3638,누룽지,,,,,포장/제품,즉석식품,,0,
3640,딸기푸딩,,,,,포장/제품,즉석식품,,0,
3642,키위주스,,,,,포장/제품,즉석식품,,0,
3644,자몽에이드,,,,,포장/제품,즉석식품,,0,
3648,찹쌀도넛/완제품,,,,,포장/제품,즉석식품,,0,
3649,찹쌀빵,,,,,포장/제품,즉석식품,,0,
3651,채소주스,,,,,포장/제품,즉석식품,,0,
3652,찹쌀도넛,,,,,포장/제품,즉석식품,,0,
3672,카스텔라,,,,,포장/제품,즉석식품,,0,
3673,단호박찐빵,,,,,포장/제품,즉석식품,,0,
3683,파 김치,,,,,포장/제품,즉석식품,,0,
3684,바닐라 웨하스,,,,,포장/제품,즉석식품,,0,
3687,약과,,,,,포장/제품,즉석식품,,0,
3690,오미자청,,,,,포장/제품,즉석식품,,0,
3693,감귤주스,,,,,포장/제품,즉석식품,,0,
3700,아이스밀크,,,,,포장/제품,즉석식품,,0,
3701,산자,,,,,포장/제품,즉석식품,,0,
3706,포도음료,,,,,포장/제품,즉석식품,,0,
3709,딸기액상요구르트,,,,,포장/제품,즉석식품,,0,
3711,무농약꿀유자차,,,,,포장/제품,즉석식품,,0,
3720,소보루빵,,,,,포장/제품,즉석식품,,0,
3728,찹쌀꽈배기/완제품,,,,,포장/제품,즉석식품,,0,
3734,치즈 케이크,,,,,포장/제품,즉석식품,,0,
3735,팥빵,,,,,포장/제품,즉석식품,,0,
3737,계피차,,,,,포장/제품,즉석식품,,0,
3743,전병,,,,,포장/제품,즉석식품,,0,
3746,감귤웨하스,,,,,포장/제품,즉석식품,,0,
3765,야콘차,,,,,포장/제품,즉석식품,,0,
3776,박하사탕,,,,,포장/제품,즉석식품,,0,
3786,맛김치,,,,,포장/제품,즉석식품,,0,
3790,홍삼차,,,,,포장/제품,즉석식품,,0,
3792,우유식빵,,,,,포장/제품,즉석식품,,0,
3798,오미자차,,,,,포장/제품,즉석식품,,0,
3806,오미자주스,,,,,포장/제품,즉석식품,,0,
3808,딸기아이스크림,,,,,포장/제품,즉석식품,,0,
3809,땅콩 초콜릿,,,,,포장/제품,즉석식품,,0,
3812,딸기파이/완제품,,,,,포장/제품,즉석식품,,0,
3817,민들레차,,,,,포장/제품,즉석식품,,0,
3819,파운드 케이크,,,,,포장/제품,즉석식품,,0,
3822,크루아상,,,,,포장/제품,즉석식품,,0,
3837,자몽드레싱,,,,,포장/제품,가공소스,,0,
3839,쌀케이크,,,,,포장/제품,즉석식품,,0,
3841,다크 초콜릿,,,,,포장/제품,즉석식품,,0,
3844,가다랑어 육수,,,,,포장/제품,즉석식품,,0,
3847,우동장국소스,,,,,포장/제품,가공소스,,0,
3848,소보로단팥빵,,,,,포장/제품,즉석식품,,0,
3849,야채꼬마핫도그,,,,,포장/제품,즉석식품,,0,
3852,찹쌀고추장,,,,,포장/제품,브랜드조미료제품,,0,
3856,거친통밀식빵,,,,,포장/제품,즉석식품,,0,
3857,세발나물가공품,,,,,포장/제품,즉석식품,,0,
3861,딸기시럽,,,,,포장/제품,가공소스,,0,
3863,경단 카스텔라,,,,,포장/제품,즉석식품,,0,
3864,키위드레싱,,,,,포장/제품,가공소스,,0,
3865,단호박식혜,,,,,포장/제품,즉석식품,,0,
3876,딸기스무디,,,,,포장/제품,즉석식품,,0,
3882,다시마 튀각,,,,,포장/제품,즉석식품,,0,
3884,매실주,,,,,포장/제품,즉석식품,,0,
3886,바닐라 가루,,,,,포장/제품,브랜드조미료제품,,0,
3888,포도잼,,,,,포장/제품,즉석식품,,0,
3892,어묵육수,,,,,포장/제품,즉석식품,,0,
3894,찹쌀경단,,,,,포장/제품,즉석식품,,0,
3897,브릭,,,,,포장/제품,즉석식품,,0,
3902,명이나물절임,,,,,포장/제품,즉석식품,,0,
3904,미소,,,,,포장/제품,브랜드조미료제품,,0,
3906,사골육수/액상,,,,,포장/제품,즉석식품,,0,
3908,우동 건더기 스프,,,,,포장/제품,즉석식품,,0,
3910,생수,,,,,포장/제품,즉석식품,,0,
3912,딸기쉐이크,,,,,포장/제품,즉석식품,,0,
3916,딸기잼,,,,,포장/제품,즉석식품,,0,
3926,요구르트 소다,,,,,포장/제품,즉석식품,,0,
4123,큰술,,,,,단위,,,0,906
4126,1숟갈,,,,,단위,,,0,107
4127,작은술,,,,,단위,,,0,89
4128,듬뿍,,,,,단위,,,0,74
4129,kg,,,,,단위,,,0,71
4130,넉넉하게,,,,,단위,,,0,46
4131,계량스푼,,,,,단위,,,0,39
4132,찻스푼,,,,,단위,,,0,36
4134,커피스푼,,,,,단위,,,0,33
4136,슬라이스,,,,,단위,,,0,29
4137,적당량,,,,,단위,,,0,
4143,꼬집,,,,,단위,,,0,21
4144,ml,,,,,단위,,,0,21
4145,1캔,,,,,단위,,,0,19
4148,티스푼,,,,,단위,,,0,19
4151,1마리,,,,,단위,,,0,18
4154,1봉지,,,,,단위,,,0,15
4156,4장,,,,,단위,,,0,13
4158,2모,,,,,단위,,,0,12
4160,2줄,,,,,단위,,,0,10
4161,적게,,,,,단위,,,0,10
4162,분량,,,,,단위,,,0,
4164,1공기,,,,,단위,,,0,10
4166,약간씩,,,,,단위,,,0,10
4167,1L,,,,,단위,,,0,10
4170,2리터,,,,,단위,,,0,9
4171,2알,,,,,단위,,,0,9
4181,반컵,,,,,단위,,,0,8
4182,파슬리가루,,,,,단위,,,0,8
4189,넉넉히,,,,,단위,,,0,7
4190,t,,,,,단위,,,0,7
4193,ml컵,,,,,단위,,,0,6
4196,2톨,,,,,단위,,,0,6
4203,1술,,,,,단위,,,0,6
4210,소량,,,,,단위,,,0,
4238,10알,,,,,단위,,,0,4
4242,계랑스푼,,,,,단위,,,0,3
4243,1cup,,,,,단위,,,0,3
4244,ml입니다,,,,,단위,,,0,3
4249,밥스푼,,,,,단위,,,0,3
4313,1조각,,,,,단위,,,0,2
4335,미리,,,,,단위,,,0,2
4342,배라스푼,,,,,단위,,,0,2
4372,숟가락,,,,,단위,,,0,733
4373,스푼,,,,,단위,,,0,626
4380,밥숟가락,,,,,단위,,,0,293
4478,숟갈,,,,,단위,,,0,256
4480,인분,,,,,단위,,,0,159
4489,종이컵,,,,,단위,,,0,70
4494,마리,,,,,단위,,,0,50
4496,봉지,,,,,단위,,,0,44
4497,사이즈,,,,,단위,,,0,44
4499,공기,,,,,단위,,,0,41
4501,계량컵,,,,,단위,,,0,38
4502,리터,,,,,단위,,,0,37
4503,약간,,,,,단위,,,0,37
4509,단위,,,,,단위,,,0,31
4522,조금,,,,,단위,,,0,24
4524,두께,,,,,단위,,,0,24
4526,용기,,,,,단위,,,0,22
4527,그릇,,,,,단위,,,0,22
4528,조각,,,,,단위,,,0,22
4545,반개,,,,,단위,,,0,17
4546,나머지,,,,,단위,,,0,16
4556,토막,,,,,단위,,,0,14
4560,포기,,,,,단위,,,0,13
4565,한줌,,,,,단위,,,0,12
4594,굵기,,,,,단위,,,0,9
4603,접시,,,,,단위,,,0,9
4611,등분,,,,,단위,,,0,8
4633,절반,,,,,단위,,,0,6
4641,더미,,,,,단위,,,0,5
4654,덩어리,,,,,단위,,,0,5
4671,일부,,,,,단위,,,0,4
4683,대용량,,,,,단위,,,0,4
4688,그램,,,,,단위,,,0,4
4696,가량,,,,,단위,,,0,4
4707,자투리,,,,,단위,,,0,3
4708,용량,,,,,단위,,,0,3
4712,덩이,,,,,단위,,,0,3
4723,찻숟가락,,,,,단위,,,0,3
4748,왕창,,,,,단위,,,0,2
4750,센치,,,,,단위,,,0,2
4765,박스,,,,,단위,,,0,2
4766,사발,,,,,단위,,,0,2
4771,인치,,,,,단위,,,0,2
4772,한잔,,,,,단위,,,0,2
4773,밥숟갈,,,,,단위,,,0,2
4799,일정량,,,,,단위,,,0,1
4800,한줄기,,,,,단위,,,0,1
4851,소쿠리,,,,,단위,,,0,1
4868,그람,,,,,단위,,,0,1
4869,마구마구,,,,,단위,,,0,1
4877,대량,,,,,단위,,,0,1
3973,반찬통,,,,,TPO,용도,,0,7
4619,밑반찬,,,,,TPO,용도,,0,7
4634,술안주,,,,,TPO,용도,,0,6
4643,와인,,,,,TPO,용도,,0,5
4644,안주,,,,,TPO,용도,,0,5
4729,밥반찬,,,,,TPO,용도,,0,3
4730,소풍,,,,,TPO,용도,,0,3
4762,반찬거리,,,,,TPO,용도,,0,2
4785,상차림,,,,,TPO,용도,,0,2
4620,주말,,,,,TPO,시기,,0,7
4518,아침,,,,,TPO,시간대,,0,26
4555,간식,,,,,TPO,시간대,,0,14
4561,모닝,,,,,TPO,시간대,,0,13
4571,저녁,,,,,TPO,시간대,,0,11
4579,점심,,,,,TPO,시간대,,0,10
4646,브런치,,,,,TPO,시간대,,0,5
4742,새벽,,,,,TPO,시간대,,0,2
4743,야식,,,,,TPO,시간대,,0,2
4838,조식,,,,,TPO,시간대,,0,1
4092,소풍도시락,,,,,TPO,상황/장소,,0,2
4573,도시락,,,,,TPO,상황/장소,,0,11
4657,운동전,,,,,TPO,상황/장소,,0,4
4658,운동후,,,,,TPO,상황/장소,,0,
4685,캠핑,,,,,TPO,상황/장소,,0,4
4692,명절,,,,,TPO,상황/장소,,0,4
4780,공복,,,,,TPO,상황/장소,,0,2
4784,생일,,,,,TPO,상황/장소,,0,2
4794,추억,,,,,TPO,상황/장소,,0,2
4813,홈파티,,,,,TPO,상황/장소,,0,1
4849,잔칫상,,,,,TPO,상황/장소,,0,1
4859,피크닉,,,,,TPO,상황/장소,,0,1
4885,여행,,,,,TPO,상황/장소,,0,1
4612,엄마,,,,,인물,,,0,7
4021,남편,,,,,인물,,,0,
4026,신랑,,,,,인물,,,0,3
4507,아이들,,,,,인물,,,0,34
4511,아이,,,,,인물,,,0,30
4523,어른,,,,,인물,,,0,24
4541,가족,,,,,인물,,,0,17
4605,꼬마,,,,,인물,,,0,8
4631,친구,,,,,인물,,,0,6
4686,식구,,,,,인물,,,0,4
4724,친정엄마,,,,,인물,,,0,3
4760,동생,,,,,인물,,,0,2
4783,아빠,,,,,인물,,,0,2
4796,어린이,,,,,인물,,,0,1
4863,어르신,,,,,인물,,,0,1
4865,직장인,,,,,인물,,,0,1
,환자,,,,,인물,,,,
4578,이유식,,,,,인물,,,0,10
4843,유치원,,,,,인물,,,0,1
3932,난이도하,,,,,TPO,난이도,,0,36
3938,초간단,,,,,TPO,난이도,,0,19
3969,심플한,,,,,TPO,난이도,,0,7
4703,초보,,,,,TPO,난이도,,0,3
4711,즉석,,,,,TPO,난이도,,0,3
4808,귀차니즘,,,,,TPO,난이도,,0,1
2403,봄 재배,,,,,TPO,계절/시기,,0,
2591,장마,,,,,TPO,계절/시기,,0,
2644,여름 재배,,,,,TPO,계절/시기,,0,
4645,미세먼지,,,,,TPO,계절/시기,,0,5
4648,봄철,,,,,TPO,계절/시기,,0,5
4649,가을철,,,,,TPO,계절/시기,,0,
4650,여름철,,,,,TPO,계절/시기,,0,
4651,겨울철,,,,,TPO,계절/시기,,0,
4706,봄날,,,,,TPO,계절/시기,,0,3
4770,환절기,,,,,TPO,계절/시기,,0,2
4833,초복,,,,,TPO,계절/시기,,0,1
4834,중복,,,,,TPO,계절/시기,,0,1
194,초록색,,,,,맛/식감,,,0,
206,흰색,,,,,맛/식감,,,0,
372,바닐라맛,,,,,맛/식감,,,0,
430,구운것,,,,,맛/식감,,,0,
502,갈색,,,,,맛/식감,,,0,
596,국물,,,,,맛/식감,,,0,
630,사골맛,,,,,맛/식감,,,0,
636,자연산,,,,,맛/식감,,,0,
653,초콜릿맛,,,,,맛/식감,,,0,
681,빨간색,,,,,맛/식감,,,0,
739,훈제,,,,,맛/식감,,,0,
852,노란색,,,,,맛/식감,,,0,
859,녹색,,,,,맛/식감,,,0,
1255,복숭아맛,,,,,맛/식감,,,0,
1797,하얀색,,,,,맛/식감,,,0,
1940,자색,,,,,맛/식감,,,0,
2071,적색,,,,,맛/식감,,,0,
2104,검은색,,,,,맛/식감,,,0,
2112,멸치맛,,,,,맛/식감,,,0,
2114,레몬향,,,,,맛/식감,,,0,
2166,황색과육,,,,,맛/식감,,,0,
2213,딸기맛,,,,,맛/식감,,,0,
2263,화이트,,,,,맛/식감,,,0,
2339,회색,,,,,맛/식감,,,0,
2365,단맛,,,,,맛/식감,,,0,
2558,붉은맛,,,,,맛/식감,,,0,
2566,맛,,,,,맛/식감,,,0,
2597,조개맛,,,,,맛/식감,,,0,
2696,완숙,,,,,맛/식감,,,0,
2785,연두색,,,,,맛/식감,,,0,
2895,짠맛,,,,,맛/식감,,,0,
3137,주황색,,,,,맛/식감,,,0,
3933,부드러운,,,,,맛/식감,,,0,32
3955,달달,,,,,맛/식감,,,0,10
3959,바삭,,,,,맛/식감,,,0,9
3961,고소,,,,,맛/식감,,,0,8
3965,촉촉한,,,,,맛/식감,,,0,8
3972,쫄깃한,,,,,맛/식감,,,0,7
3974,새콤달콤,,,,,맛/식감,,,0,7
4010,시큼,,,,,맛/식감,,,0,4
4012,아삭아삭,,,,,맛/식감,,,0,4
4017,쫀득,,,,,맛/식감,,,0,4
4022,담백,,,,,맛/식감,,,0,3
4025,고소함,,,,,맛/식감,,,0,3
4029,구수,,,,,맛/식감,,,0,3
4064,겉바속촉,,,,,맛/식감,,,0,2
4065,바삭바삭,,,,,맛/식감,,,0,2
4073,아작아작,,,,,맛/식감,,,0,2
4102,매콤달콤,,,,,맛/식감,,,0,2
4119,쫄깃하니,,,,,맛/식감,,,0,2
4120,매콤하니,,,,,맛/식감,,,0,2
4122,꾸덕,,,,,맛/식감,,,0,2
4504,감칠맛,,,,,맛/식감,,,0,36
4508,풍미,,,,,맛/식감,,,0,33
4513,아삭,,,,,맛/식감,,,0,29
4517,매콤,,,,,맛/식감,,,0,27
4582,사각,,,,,맛/식감,,,0,10
4595,꿀맛,,,,,맛/식감,,,0,9
4598,쓴맛,,,,,맛/식감,,,0,9
4614,매운맛,,,,,맛/식감,,,0,7
4680,별미,,,,,맛/식감,,,0,4
4756,환상,,,,,맛/식감,,,0,2
4810,뒷맛,,,,,맛/식감,,,0,1
4861,떫은맛,,,,,맛/식감,,,0,1
22,겨울살이청장,,,,,미정,미정,,0,
55,황색종,,,,,미정,미정,,0,
74,골,,,,,미정,미정,,0,
85,아이비카,,,,,미정,미정,,0,
144,나르샤,,,,,미정,미정,,0,
168,봉래시,,,,,미정,미정,,0,
177,승정도후인,,,,,미정,미정,,0,
183,어린것,,,,,미정,미정,,0,
215,네로,,,,,미정,미정,,0,
253,새우표,,,,,미정,미정,,0,
286,바이킹,,,,,미정,미정,,0,
326,기타,,,,,미정,미정,,0,
359,대저,,,,,미정,미정,,0,
404,토스카노,,,,,미정,미정,,0,
429,메조,,,,,미정,미정,,0,
507,신율미,,,,,미정,미정,,0,
522,네블,,,,,미정,미정,,0,
573,재배,,,,,미정,미정,,0,
600,오리엔탈,,,,,미정,미정,,0,
640,중립종,,,,,미정,미정,,0,
663,대보,,,,,미정,미정,,0,
671,백연,,,,,미정,미정,,0,
674,새마루,,,,,미정,미정,,0,
713,원황,,,,,미정,미정,,0,
719,대장,,,,,미정,미정,,0,
724,아가미,,,,,미정,미정,,0,
738,홍주씨들레스,,,,,미정,미정,,0,
782,머스크,,,,,미정,미정,,0,
783,두누리,,,,,미정,미정,,0,
806,백육종,,,,,미정,미정,,0,
833,말린것,,,,,미정,미정,,0,
857,이평,,,,,미정,미정,,0,
868,수입산,,,,,미정,미정,,0,
875,로얄채,,,,,미정,미정,,0,
924,섬초롱,,,,,미정,미정,,0,
970,삶은것,,,,,미정,,,0,
986,한천,,,,,미정,미정,"한천가루, 아가르",1,
1022,가루,,,,,미정,,,0,
1094,불암 3호,,,,,미정,미정,,0,
1116,수옥,,,,,미정,미정,,0,
1117,흑구슬,,,,,미정,미정,,0,
1128,양광,,,,,미정,미정,,0,
1147,전체,,,,,미정,미정,,0,
1148,주름송편게,,,,,미정,미정,,0,
1185,배아미,,,,,미정,미정,,0,
1225,나한과 추출물,,,,,미정,미정,몽크프루트,1,
1226,끓인것,,,,,미정,미정,,0,
1239,뜸부기,,,,,미정,미정,,0,
1260,삼붕냐와,,,,,미정,미정,,0,
1267,신장,,,,,미정,미정,,0,
1270,오렴자,,,,,미정,미정,,0,
1276,열매,,,,,미정,미정,,0,
1278,흰점박이 꽃무지,,,,,미정,미정,,0,
1295,판형,,,,,미정,미정,,0,
1311,럼,,,,,미정,미정,,0,
1313,피냐콜라다,,,,,미정,미정,,0,
1316,튀긴것,,,,,미정,미정,,0,
1323,소립종,,,,,미정,미정,,0,
1324,양조,,,,,미정,미정,,0,
1378,가염,,,,,미정,미정,,0,
1403,대립종,,,,,미정,미정,,0,
1426,매리복,,,,,미정,미정,,0,
1433,미숙,,,,,미정,미정,,0,
1477,적육질,,,,,미정,미정,,0,
1480,진두발,,,,,미정,미정,,0,
1503,가공당,,,,,미정,미정,,0,
1527,대수리,,,,,미정,미정,,0,
1569,새알,,,,,미정,미정,,0,
1571,스텔라,,,,,미정,미정,,0,
1589,작두,,,,,미정,미정,,0,
1590,삶아서 말린것,,,,,미정,미정,,0,
1598,장심랑,,,,,미정,미정,,0,
1625,반건조,,,,,미정,미정,,0,
1626,반결구,,,,,미정,미정,,0,
1639,청크,,,,,미정,미정,,0,
1654,염장,,,,,미정,미정,,0,
1656,조리후,,,,,미정,미정,,0,
1701,대지,,,,,미정,미정,,0,
1704,동결건조,,,,,미정,미정,,0,
1717,성충,,,,,미정,미정,,0,
1727,자궁,,,,,미정,미정,,0,
1729,지느러미,,,,,미정,미정,,0,
1736,캔,,,,,미정,미정,,0,
1741,탈지,,,,,미정,미정,,0,
1855,감미종,,,,,미정,미정,,0,
1859,냉동,,,,,미정,미정,,0,
1871,천매,,,,,미정,미정,,0,
1885,찐것,,,,,미정,미정,,0,
1901,노지,,,,,미정,미정,,0,
1975,찌개용,,,,,미정,미정,,0,
1976,탐나라,,,,,미정,미정,,0,
1987,고형물 포함,,,,,미정,미정,,0,
2003,가을 재배,,,,,미정,미정,,0,
2019,베로치,,,,,미정,미정,,0,
2036,채,,,,,미정,미정,,0,
2044,올레길깐볼*대,,,,,미정,미정,,0,
2051,썬파워,,,,,미정,미정,,0,
2063,쌍뿔달재,,,,,미정,미정,,0,
2074,적육종,,,,,미정,미정,,0,
2082,알코올 43%,,,,,미정,미정,,0,
2083,유기재배,,,,,미정,미정,,0,
2093,순,,,,,미정,미정,,0,
2099,어육함량이 높은것,,,,,미정,미정,,0,
2113,토종,,,,,미정,미정,,0,
2117,백로,,,,,미정,미정,,0,
2146,황백,,,,,미정,미정,,0,
2163,점성이 낮은것,,,,,미정,미정,,0,
2174,저단선인장,,,,,미정,미정,,0,
2190,백두대간,,,,,미정,미정,,0,
2192,샤이니스타,,,,,미정,미정,,0,
2196,가슴,,,,,미정,미정,,0,
2199,알코올 17.8%,,,,,미정,미정,,0,
2201,남고,,,,,미정,미정,,0,
2219,성계,,,,,미정,미정,,0,
2255,줄기,,,,,미정,미정,,0,
2260,혀,,,,,미정,미정,,0,
2276,다진것,,,,,미정,미정,,0,
2280,다다기,,,,,미정,미정,,0,
2299,소장,,,,,미정,미정,,0,
2311,각시수랑,,,,,미정,미정,,0,
2312,난지형,,,,,미정,미정,,0,
2345,배지재배,,,,,미정,미정,,0,
2346,흑보석,,,,,미정,미정,,0,
2376,암컷,,,,,미정,미정,,0,
2380,개량,,,,,미정,미정,,0,
2381,수미,,,,,미정,미정,,0,
2424,바젤라,,,,,미정,미정,,0,
2452,생것,,,,,미정,미정,,0,
2453,소금에 절여 말린것,,,,,미정,미정,,0,
2504,자색과육,,,,,미정,미정,,0,
2505,홍이슬,,,,,미정,미정,,0,
2543,팽창제,,,,,미정,미정,,0,
2554,인스턴트,,,,,미정,미정,,0,
2555,임온주,,,,,미정,미정,,0,
2561,알코올 40%,,,,,미정,미정,,0,
2565,껍질,,,,,미정,미정,,0,
2568,액상,,,,,미정,미정,,0,
2574,알코올 4.5%,,,,,미정,미정,,0,
2582,동건품,,,,,미정,미정,,0,
2589,알코올 15%,,,,,미정,미정,,0,
2592,수랑,,,,,미정,미정,,0,
