keyword,대분류,중분류,소분류,세분류,세세분류,Feature,synonyms,hyperonym,타사전추가여부,coupang_link,추가일자,보관냉동,보관냉장,보관실온
도넛,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,디저트류,"단맛, 식감추가, 빵류, 튀긴것, 폭신함, 기름짐, 디저트용",,,,,,30,3,
크레페,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,디저트류,"단맛, 식감추가, 얇음, 부드러움, 밀가루베이스, 디저트용, 서양식",,,,,,30,3,1
커스터드,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,디저트류,"단맛, 식감추가, 부드러움, 계란함유, 노란색, 크림류, 디저트용",,,,,,-,2,
마카롱,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,디저트류,"단맛, 식감추가, 쫀득, 바삭함, 화려한색, 견과류향, 디저트용",,,,,,30,5,
후무스,재료,즉석식/간편식,완제품·조리불요,즉석디저트/간식,디저트류,"고소함, 식물성단백, 이국적, 병아리콩베이스, 페이스트, 건강식, 중동풍",,,,,,,5,
멥쌀밥,재료,즉석식/간편식,완제품·조리불요,즉석밥/곡류,멥쌀밥,"쫀득함, 담백함, 하얀색, 주식용, 쌀베이스, 즉석밥, 간편식",,밥,,,,30,3,
무짠지,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,무김치,"짠맛, 발효된 맛, 시큼함, 아삭함, 뿌리채소, 절임용, 한식",,김치,,,,,30,
녹두묵,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,묵류,"탱글한 식감, 냉식, 곡물 유래, 녹두베이스, 하얀색, 담백함, 한식",,묵,,,,-,3,
도토리묵,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,묵류,"탱글한 식감, 냉식, 곡물 유래, 도토리베이스, 갈색, 쌉쌀함, 한식",청포묵,,,,,-,3,
우무묵,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,묵류,"탱글한 식감, 냉식, 곡물 유래, 해조류유래, 투명함, 저칼로리, 다이어트",,,,,,-,3,
메밀묵,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,묵류,"탱글한 식감, 냉식, 곡물 유래, 메밀베이스, 회색, 구수함, 한식",,,,,,-,3,
옥수수묵,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,묵류,"탱글한 식감, 냉식, 곡물 유래, 옥수수베이스, 노란색, 고소함, 한식",,,,,,-,3,
배추 김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,배추김치,"산미, 식감추가, 아삭함, 발효된 맛, 매운맛, 필수베이스, 한식",포기김치,배추,,,,180,90,3
묵은지,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,배추김치,"짠맛, 발효된 맛, 시큼함, 깊은맛, 배추유래, 김치요리용, 한식","묵은지 김치, 묵은김치",김치,,,2026-09-07,180,,
햇반,재료,즉석식/간편식,완제품·조리불요,즉석밥/곡류,백미밥,"담백함, 간편식, 하얀색, 즉석밥, 쌀베이스, 주식용, 빠른조리",즉석밥,,,,,-,,365
현미밥,재료,즉석식/간편식,완제품·조리불요,즉석밥/곡류,백미밥,"쫀득함, 건강지향, 꼬들함, 식이섬유, 잡곡밥, 즉석밥, 다이어트",흑미밥,밥,,,2026-09-07,,,
쌀밥,재료,즉석식/간편식,완제품·조리불요,즉석밥/곡류,백미밥,"쫀득함, 담백함, 하얀색, 필수베이스, 쌀베이스, 주식용, 즉석밥",흰쌀밥,밥,,,2026-09-07,,,
짜파게티,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 간편식, 볶음, 검은색, 중화풍, 춘장향, 봉지면",,라면,,,,,,365
사리곰탕면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 간편식, 하얀국물, 고기향, 구수한맛, 담백함, 봉지면",,라면,,,,,,365
빽라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 간편식, 매운맛, 감칠맛, 대중적, 빠른조리, 봉지면",,라면,,,,,,365
진라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 매운맛, 간편식, 대중적, 감칠맛, 필수베이스, 봉지면",,라면,,,,,,365
신라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 매운맛, 간편식, 자극적, 표고향, 얼큰함, 봉지면",,라면,,,,,,365
김치라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 매운맛, 김치맛, 간편식, 산미, 시원함, 봉지면",,라면,,,,,,365
불닭볶음면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 매운맛, 볶음, 간편식, 강한매운맛, 자극적, 액상소스",,라면,,,,,,365
너구리,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 해물맛, 간편식, 오동통함, 해조류향, 굵은면, 봉지면",,라면,,,,,,365
캔디,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,사탕류,"단맛, 딱딱함, 설탕베이스, 작은크기, 간식용, 오래먹는",사탕,,,,,,,
젤리,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,사탕류,"단맛, 식감추가, 쫀득, 말랑함, 과일향, 간식용, 투명함",,,,,,,,180
감자칩,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"짠맛, 식감추가, 바삭함, 감자베이스, 기름짐, 얇음, 스낵류",,과자,,,,,,180
죠리퐁,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"단맛, 바삭함, 곡물스낵, 고소함, 우유곁들임, 가벼움, 간식용",,,,,,,,180
과자,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"단맛, 식감추가, 짠맛, 바삭함, 간편식, 대중적, 스낵류","스낵, 계란과자",,,,2026-09-07,,,180
팝콘,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"식감추가, 짠맛, 바삭함, 가벼움, 옥수수유래, 영화간식, 스낵류",,과자,,,,,,180
알새우칩,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"식감추가, 해산물향, 바삭함, 짠맛, 새우유래, 가벼움, 스낵류",,과자,,,,,,180
새우칩,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"식감추가, 해산물향, 바삭함, 짠맛, 새우유래, 가벼움, 스낵류",,과자,,,,,,180
도리토스,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"짠맛, 식감추가, 바삭함, 시즈닝강함, 옥수수베이스, 나초풍, 스낵류",,과자,,,,,,180
캔참치,재료,즉석식/간편식,통조림/보존식품,통조림/가공식재료,어류통조림,"짠맛, 감칠맛, 보존성, 수산물가공, 기름짐, 필수베이스, 간편식","참치캔, 참치통조림, 참치 통조림, 야채참치",,,,2026-09-07,-,,365
컵라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,용기면,"짠맛, 간편식, 즉석조리, 용기면, 빠른조리, 휴대용, 다용도",,라면,,,,,,365
라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,일반,"짠맛, 간편식, 매운맛, 필수베이스, 면요리, 즉석조리, 대중적","짜장라면, 안성탕면, 멸치칼국수 라면",,,,2026-09-07,,,365
김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"짠맛, 발효된 맛, 매운맛, 산미, 아삭함, 필수베이스, 한식","파김치, 김장김치, 백김치, 볶음김치, 고들빼기김치, 익은 김치, 실비김치",,,,2026-09-07,180,90,3
단무지,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"단맛, 식감추가, 산미, 아삭함, 노란색, 무유래, 절임용, 일식","김밥 단무지, 김밥단무지, 치자단무지, 꼬들단무지",무우류,,,2026-09-07,,30,
열무 김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미, 식감추가, 아삭함, 시원함, 잎채소, 여름음식, 한식",,열무,,,,90,20,2
나박 김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미, 식감추가, 시원함, 국물용, 무배추혼합, 깔끔함, 한식",,김치,,,,,15,1
오이 피클,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미, 식감추가, 아삭함, 새콤달콤, 오이유래, 서양식, 절임용",피클,오이,,,2026-09-04,,60,
오이 소박이,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미, 식감추가, 매운맛, 아삭함, 오이유래, 속채움용, 한식",,오이,,,,,15,1
유채 김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미, 향긋함, 쌉쌀함, 잎채소, 발효된 맛, 별미김치, 한식",,유채,,,,90,30,2
갓김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미, 향긋함, 알싸함, 톡쏘는맛, 잎채소, 진한맛, 한식",,갓,,,,180,90,3
마늘 장아찌,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미, 향긋함, 짭짤함, 알싸함, 뿌리채소, 절임용, 한식",,마늘,,,,,180,
참나물가공품,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"향긋함, 은은함, 나물류, 간편식, 무침용, 부드러움, 한식",,참나물,,,,90,7,
잡곡밥,재료,즉석식/간편식,완제품·조리불요,즉석밥/곡류,잡곡밥,"쫀득함, 건강지향, 곡류혼합, 식이섬유, 즉석밥, 주식용, 든든함",카무트밥,,,,2026-09-07,,,
약과,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,전통과자류,"단맛, 식감추가, 꾸덕함, 기름짐, 전통방식, 밀가루베이스, 한식디저트",,,,,,,,60
쌀과자,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,전통과자류,"단맛, 식감추가, 바삭함, 고소함, 쌀베이스, 가벼움, 전통간식",,과자,,,,,,180
쑥버무리,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,전통과자류,"쌉쌀한향, 전통디저트, 떡류, 쑥향, 포실포실함, 한식, 별미",,,,,,30,,
유부,재료,즉석식/간편식,완제품·조리불요,가공식 부재료,조리부재료,"짠맛, 감칠맛, 튀긴것, 콩베이스, 쫄깃함, 조리부재료, 기름짐","롤유부, 유부피, 조미유부, 사각유부",,,,2026-09-07,60,7,
참깨죽,재료,즉석식/간편식,즉석조리 필요,즉석조리식,죽류,"고소함, 담백함, 부드러움, 걸쭉함, 유동식, 즉석조리식, 든든함",,,,,,90,3,
동결건조국,재료,즉석식/간편식,즉석조리 필요,즉석국/탕류,즉석국,"짠맛, 감칠맛, 간편식, 뜨거운물조리, 국물용, 휴대용, 조리보조",,즉석국,,,,,,
피자,재료,즉석식/간편식,즉석조리 필요,즉석조리식/밀키트,즉석조리식,"짠맛, 고소함, 포만감, 치즈함유, 오븐요리, 서양식, 밀키트",,,,,,60,2,
만두,재료,즉석식/간편식,즉석조리 필요,즉석조리식/밀키트,즉석조리식,"짠맛, 고소함, 포만감, 고기함유, 쫄깃함, 속채움용, 다용도","물만두, 고기만두, 왕만두, 고향만두",,,,2026-09-07,90,3,
캠핑밀키트,재료,즉석식/간편식,즉석조리 필요,즉석조리식/밀키트,즉석조리식,"복합, 고소함, 간편함, 야외용, 세트구성, 즉석조리, 다용도",,,,,,30,3,
참치마요,재료,즉석식/간편식,즉석조리 필요,즉석조리식/밀키트,즉석조리식,"짠맛, 고소함, 간편함, 참치함유, 마요네즈함유, 비빔용, 삼각김밥용",,,,,,,2,
초콜릿,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,초콜릿,"단맛, 짙은갈색, 부드러움, 녹는식감, 카카오함유, 간식용","초코칩, 초콜렛, 초콜릿칩",,,,2026-09-07,90,,180
화이트초콜릿,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,초콜릿,"단맛, 부드러움, 하얀색, 유제품향, 크리미함, 간식용","화이트커버춰 초콜릿, 화이트초코",초콜릿,,,2026-09-07,90,,180
다크초콜릿,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,초콜릿,"단맛, 쌉싸름함, 진한맛, 검은색, 고함량카카오, 건강지향","다크 커버춰 초콜릿, 다크 커버춰초콜릿",초콜릿,,,2026-09-07,90,,180
코팅초콜릿,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,초콜릿,"단맛, 토핑용, 식감추가, 매끄러움, 빨리굳는, 조리보조, 베이킹용",,초콜릿,,,,90,,180
밀크초콜릿,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,초콜릿,"단맛, 유제품향, 부드러움, 브라운색, 대중적, 간식용",,초콜릿,,,,90,,180
비스킷,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가, 바삭함, 담백함, 밀가루베이스, 구운것, 서양과자",,쿠키,,,,,,180
쿠키,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가, 바삭함, 부드러움, 베이킹용, 버터풍미, 간식용",,,,,,,,180
오레오,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가, 검은색, 하얀색, 샌드형, 바삭함, 우유곁들임",,쿠키,,,,,,180
다이제,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가, 통밀함유, 묵직함, 바삭함, 포만감, 간식용",,쿠키,,,,,,180
크래커,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가, 담백함, 얇음, 바삭함, 짠맛(약), 카나페용",참크래커,쿠키,,,2026-09-07,,,180
통밀쿠키,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가, 거친식감, 식이섬유, 건강지향, 고소함, 바삭함",,쿠키,,,,,,180
물엿,재료,양념/조미료,단맛 조미,액상당,,"단맛, 점성, 윤기내기, 액상, 한식","조청물엿, 쌀엿",,,,2026-09-07,,,365
케첩,재료,양념/조미료,디핑/혼합 소스,혼합소스,,"새콤함, 단맛, 토마토베이스, 액상, 서양식","케찹, 토마토케첩, 토마토케찹, 케챱, 하프 케첩, 저당 케찹, 하프케찹",,,,2026-09-07,,60,30
봄동,재료,식재료 원물,채소류,잎채소류,배추류,"아삭함, 쌉싸름, 봄제철, 생식가능, 한식",봄동배추,,,,,30,7,2
또띠아,재료,베이킹·제면·디저트용,완제품/준완제품,빵류,범용빵,"담백함, 얇음, 쫄깃함, 속채움용, 서양식","토르티야, 또르띠야, 뚜르띠아, 통밀또띠아, 밀또띠아",,,,2026-09-07,60,7,
목살,재료,식재료 원물,육류/수산/달걀,육류,돼지고기류,"고소함, 쫄깃함, 구이용, 단백질, 한식","돼지목살, 돼지고기목살, 목심, 대패목살",,,,2026-09-07,60,4,-
땅콩버터,재료,양념/조미료,디핑/스프레드,디핑소스,,"고소함, 단맛, 점성, 견과풍미, 스프레드","피넛버터, 무가당 땅콩버터, 무첨가 땅콩버터, 넛버터",,,,2026-09-07,,180,90
스리라차,재료,양념/조미료,디핑/혼합 소스,혼합소스,,"매콤함, 새콤함, 액상, 칠리베이스, 아시안","스리라차소스, 스리랏차, 스리랏차 소스, 스리랏차소스",,,,2026-09-07,,180,90
참치,재료,식재료 원물,육류/수산/달걀,생선류,,"감칠맛, 담백함, 단백질, 생선류, 간편식","다랑어, 황다랑어",,,,,30,2,-
대파,재료,식재료 원물,채소류,잎채소류,파류,"알싸함, 향신, 국물용, 필수베이스, 한식","깐대파, 파, 대파잎, 파뿌리, 대파흰부분, 대파 잎, 흰대파, 흰 대파, 대파 흰대, 대파흰대",,,,2026-09-07,30,7,2
밥,재료,식재료 원물,곡류,곡류,,"담백함, 포만감, 주식, 곡물베이스, 한식","찬밥, 누룽지, 흰밥, 공기밥, 백미밥, 공깃밥, 식은밥, 찰밥, 저당밥, 오분도 밥",,,,2026-09-07,30,,
오이지,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"짠맛, 아삭함, 절임, 새콤함, 밑반찬, 한식",,,,,,,30,
딜,재료,양념/조미료,향신료/허브류,향긋한 허브,,"향긋함, 상쾌함, 허브, 서양식, 생선요리용",딜허브,,,,,,,
환타,재료,음료/주류,탄산 음료,가열 조리용,,"단맛, 과일향, 탄산, 액상, 음용가능","환타오렌지, 환타포도",,,,,-,,180
가브리살,재료,식재료 원물,육류/수산/달걀,육류,돼지고기류,"고소함, 쫄깃함, 구이용, 단백질, 한식",돼지가브리살,,,,,60,4,-
야채,재료,식재료 원물,채소류,잎채소류,기타잎채소,"채소, 신선함, 아삭함, 다용도, 익혀먹는용",샐러드 야채,채소,,,2026-09-07,30,7,2
양복버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"버섯향, 풍미, 식감, 구이용, 볶음용",,버섯류,,,2026-09-03,30,5,2
생강술,재료,음료/주류,주류,잡내 제거용,,"액상, 알코올, 잡내제거, 향신, 조리보조",생강 술,주류,,,2026-09-07,-,180,180
닭다리,재료,식재료 원물,육류/수산/달걀,육류,닭고기류,"고기향, 단백질, 지방풍미, 구이용, 찜용","통닭다리, 닭 다리",닭고기,,,2026-09-07,60,2,-
시오콘부,재료,양념/조미료,건조시즈닝,풍미 특수조미,,"짠맛, 감칠맛, 간편식, 토핑용, 절임용",,시즈닝,,,2026-09-04,,90,30
면수,재료,양념/조미료,감칠맛/육수,기타 육수보완재,,"액상, 국물용, 다용도, 면요리용",,육수,,,2026-09-04,,1,
쌀뜨물,재료,양념/조미료,감칠맛/육수,기타 육수보완재,,"액상, 국물용, 잡내제거, 한식, 필수베이스",쌀뜬물,육수,,,2026-09-07,,1,
황기,재료,식재료 원물,채소류,뿌리채소류,특수뿌리류,"약재용, 은은함, 건강식, 육수용",,약재,,,2026-09-05,90,30,30
적채,재료,식재료 원물,채소류,잎채소류,양배추류,"아삭함, 화려한색, 샐러드용, 생식용",,채소,,,2026-09-05,30,14,3
쪽파김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"발효된 맛, 매운맛, 김치용, 한식, 익혀먹는용",,,,,2026-09-06,-,30,-
진미채볶음,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"단맛, 짭짤함, 쫄깃함, 간편식, 반찬용",,,,,2026-09-06,-,14,-
장조림,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"짭짤함, 단맛, 고기향, 간편식, 밑반찬",,,,,2026-09-06,-,14,-
우엉조림,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"단맛, 간장베이스, 조림용, 밑반찬",,,,,2026-09-06,-,14,-
연근조림,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"아삭함, 단맛, 조림용, 밑반찬",,,,,2026-09-06,-,14,-
열무물김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"시원한맛, 매운맛, 발효된 맛, 국물용, 김치용",,,,,2026-09-06,-,30,-
양파장아찌,재료,즉석식/간편식,통조림/보존식품,통조림/가공식재료,,"새콤달콤, 아삭함, 절임용, 밑반찬, 간편식",,,,,2026-09-06,-,60,-
삶은계란,재료,식재료 원물,육류/수산/달걀,달걀/난류,,"부드러움, 단백질, 간편식, 토핑용, 포만감","구운 계란, 구운계란",,,,2026-09-07,-,3,-
부추김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"알싸함, 매운맛, 발효된 맛, 김치용, 한식",,,,,2026-09-06,-,30,-
볶음김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"신맛, 감칠맛, 기름짐, 볶음용, 김치용",,,,,2026-09-06,60,14,-
멸치볶음,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"고소함, 바삭함, 밑반찬, 볶음용",,,,,2026-09-06,-,20,-
동치미,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"시원한맛, 새콤함, 국물용, 발효된 맛, 김치용",,,,,2026-09-06,-,30,-
당근라페,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"상큼함, 아삭함, 샐러드용, 간편식, 서양식",,,,,2026-09-06,-,7,-
나박김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"시원한맛, 깔끔함, 국물용, 발효된 맛, 김치용",,,,,2026-09-06,-,30,-
깻잎김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"향긋함, 짭짤함, 발효된 맛, 김치용, 쌈채소",,,,,2026-09-06,-,30,-
군만두,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(피/피대체),,"바삭함, 고기향, 구이용, 간편식",,,,,2026-09-06,90,3,-
감자만두,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(피/피대체),,"쫄깃함, 담백함, 한식, 간편식",,,,,2026-09-06,90,3,-
감자 샐러드,재료,즉석식/간편식,완제품·조리불요,가공식 부재료,,"부드러움, 고소함, 샐러드용, 간편식, 대중적",,,,,2026-09-06,-,3,-
포테이토칩,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,,"바삭함, 짠맛, 스낵류, 간식용, 간편식",,,,,2026-09-06,-,-,90
펜네,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,,"단단함, 담백함, 서양식, 식사빵",,,,,2026-09-06,-,-,365
파김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"매운맛, 발효된 맛, 밑반찬, 한식",쪽파김치,,,,2026-09-07,-,60,-
통마늘장아찌,재료,양념/조미료,젓갈류,젓갈류,,"알싸함, 새콤함, 절임용, 밑반찬, 한식",,,,,2026-09-06,-,180,-
치자단무지,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"노란색, 새콤함, 아삭함, 밑반찬",,,,,2026-09-06,-,30,-
총각김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"아삭함, 매운맛, 발효된 맛, 밑반찬, 한식",,,,,2026-09-06,-,60,-
채식만두,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(피/피대체),,"담백함, 식감추가, 다이어트, 간편식",,,,,2026-09-06,90,3,-
찹쌀떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,,"쫀득함, 달콤함, 디저트용, 간식용",,,,,2026-09-06,60,2,-
찰떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,,"쫀득함, 담백함, 디저트용, 간식용",,,,,2026-09-06,90,3,-
찐빵,재료,베이킹·제면·디저트용,완제품/준완제품,빵류,,"폭신함, 단맛, 간식용, 디저트용",,,,,2026-09-06,90,3,-
짠지,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"짠맛, 아삭함, 절임용, 밑반찬, 한식",,,,,2026-09-06,-,60,-
지단,재료,식재료 원물,육류/수산/달걀,달걀/난류,,"계란함유, 부드러움, 노란색, 토핑용","계란지단, 달걀지단",,,,2026-09-07,-,3,-
저염김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"발효된 맛, 건강지향, 밑반찬, 한식",,,,,2026-09-06,-,30,-
자반,재료,식재료 원물,육류/수산/달걀,생선류,,"짠맛, 바다향, 밑반찬, 생선류, 수산물",,,,,2026-09-06,90,7,-
우유떡,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,,"부드러움, 달콤함, 유제품향, 디저트용",,,,,2026-09-06,60,3,-
우동,재료,베이킹·제면·디저트용 재료,조리완성형 재료,면류,,"탱글한 식감, 서양식, 간편식",,,,,2026-09-06,60,7,-
완자,재료,식재료 원물,육류/수산/달걀,가공육,,"고기향, 부드러움, 가공육, 반찬용, 조리필요",고기완자,,,,2026-09-07,90,3,-
오징어채볶음,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"쫄깃함, 달콤함, 밑반찬, 수산물, 볶음용",,,,,2026-09-06,-,30,-
오이절임,재료,즉석식/간편식,통조림/보존식품,통조림/가공식재료,,"아삭함, 새콤함, 절임용, 반찬용, 보존성",,,,,2026-09-06,-,14,-
열무김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"아삭함, 시원함, 발효된 맛, 밑반찬, 한식",,,,,2026-09-06,-,30,-
양배추물김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"시원함, 아삭함, 국물용, 발효된 맛, 한식",,,,,2026-09-06,-,30,-
양념게장,재료,양념/조미료,젓갈류,젓갈류,,"매운맛, 감칠맛, 갑각류, 해산물향, 밑반찬",,,,,2026-09-06,60,7,-
양갱,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,,"달콤함, 꾸덕함, 디저트용, 간식용, 달콤",,,,,2026-09-06,-,14,7
아이스크림,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,,"달콤함, 부드러움, 디저트용, 간식용, 유제품향","바닐라 아이스크림, 바닐라아이스크림",,,,2026-09-07,90,-,-
슈크림,재료,유제품,크림류,휘핑크림,,"달콤함, 부드러움, 디저트용, 유제품향, 케이크용",,,,,2026-09-06,30,3,-
순살게장,재료,양념/조미료,젓갈류,젓갈류,,"감칠맛, 짭짤함, 갑각류, 밑반찬, 한식",,,,,2026-09-06,90,7,-
수제비,재료,베이킹·제면·디저트용 재료,조리완성형 재료,반죽류(베이스),,"담백함, 쫄깃함, 면요리용, 한식, 밀가루베이스",,,,,2026-09-06,30,3,-
섞박지,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"시원함, 아삭함, 발효된 맛, 밑반찬, 한식",석박지,,,,2026-09-07,-,60,-
소고기장조림,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"감칠맛, 짭짤함, 소고기, 밑반찬, 한식",,,,,2026-09-06,60,14,-
새우볼,재료,식재료 원물,육류/수산/달걀,갑각류,,"고소함, 탱글함, 갑각류, 간식용, 튀긴것",,,,,2026-09-06,90,3,-
삶은달걀,재료,식재료 원물,육류/수산/달걀,달걀/난류,,"담백함, 부드러움, 단백질, 계란함유, 간식용",,,,,2026-09-06,-,3,-
사과조림,재료,양념/조미료,시럽/청류,글레이즈,,"달콤함, 과일유래, 디저트용, 토핑용, 베이킹용",,,,,2026-09-06,60,7,-
비건김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"매운맛, 아삭함, 발효된 맛, 식물성, 한식",,,,,2026-09-06,-,90,-
볶은김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"매운맛, 감칠맛, 볶음용, 밑반찬, 한식",,,,,2026-09-06,-,30,-
베이글,재료,즉석식/간편식,완제품·조리불요,즉석디저트/간식,,"담백함, 쫄깃함, 밀가루베이스, 브런치용, 간식용",,,,,2026-09-06,30,3,-
백설기,재료,베이킹·제면·디저트용 재료,조리완성형 재료,떡류,,"담백함, 폭신함, 쌀베이스, 디저트용, 간식용",,,,,2026-09-06,30,2,-
백김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"시원함, 아삭함, 깔끔함, 밑반찬, 한식",,,,,2026-09-06,-,60,-
배추만두,재료,즉석식/간편식,즉석조리 필요,즉석조리식,,"담백함, 속채움용, 한식, 조리필요",,,,,2026-09-06,90,3,-
배추김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"매운맛, 아삭함, 발효된 맛, 밑반찬, 한식",겉절이,,,,2026-09-07,-,90,-
바닐라 아이스크림,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,,"달콤함, 부드러움, 디저트용, 유제품향, 간식용",,,,,2026-09-06,90,-,-
물만두,재료,즉석식/간편식,통조림/보존식품,통조림/가공식재료,,"부드러움, 간편식, 속채움용, 조리필요",,,,,2026-09-06,90,3,-
물김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,,"시원함, 새콤함, 국물용, 밑반찬, 한식",,,,,2026-09-06,-,30,-
